"20","0.000995"
"21","0.001619"
"22","0.002568"
"23","0.004213"
"24","0.006812"
"25","0.010944"
"26","0.018545"
"27","0.029069"
"28","0.046223"
"29","0.074475"
"30","0.120336"
"31","0.19361"
"32","0.316101"
"33","0.519861"
"34","0.832578"
